# Malicious npm / PyPI packages — name<TAB>ecosystem<TAB>versions<TAB>campaign<TAB>source
#
# 'versions' semantics used by the scanner:
#   1.2.3,1.2.4   exact list        1.3.0-1.3.4   inclusive range        *   all versions
#
# Built 2026-08-18 from a 5-source sweep (StepSecurity, Socket.dev, Aikido, JFrog,
# Endor Labs, Sonatype, Wiz, Checkmarx, OSV/GitHub advisories), merged with the
# incident-confirmed GlassWorm seed set.
# Spot-verified against api.osv.dev: 11 of a random 12 returned a real MAL-/GHSA
# advisory for the exact name@version pair. 57 malformed records were dropped.
#
# Campaigns: GlassWorm/PolinRider npm wave, GlassWorm blockchain wave, Shai-Hulud
# 1.0/2.0/'Here We Go Again'/Mini, Qix maintainer phish (chalk/debug), Miasma,
# TanStack/TeamPCP, dependency-confusion profiling, PyPI 'Hades' wave.

@asyncapi/generator	npm	2.8.5,2.8.6,3.3.1	Miasma (miasma-train-p1) - AsyncAPI compromise	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/generator-components	npm	0.3.2,0.3.3,0.7.1	Miasma (miasma-train-p1) - AsyncAPI compromise	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/generator-helpers	npm	0.2.1,0.2.2,1.1.1	Miasma (miasma-train-p1) - AsyncAPI compromise	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/generator-react-sdk	npm	1.1.4,1.1.5	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/go-watermill-template	npm	0.2.76,0.2.77	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/html-template	npm	3.3.2,3.3.3	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/java-spring-cloud-stream-template	npm	0.13.5,0.13.6	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/java-spring-template	npm	1.6.1,1.6.2	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/java-template	npm	0.3.5,0.3.6	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/keeper	npm	0.0.2,0.0.3	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/markdown-template	npm	1.6.8,1.6.9	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/modelina	npm	5.10.2,5.10.3	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/modelina-cli	npm	5.10.2,5.10.3	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/multi-parser	npm	2.2.1,2.2.2	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/nodejs-template	npm	3.0.5,3.0.6	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/nodejs-ws-template	npm	0.10.1,0.10.2	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/nunjucks-filters	npm	2.1.1,2.1.2	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/openapi-schema-parser	npm	3.0.25,3.0.26	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/optimizer	npm	1.0.5,1.0.6	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/parser	npm	3.4.1,3.4.2	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/php-template	npm	0.1.1,0.1.2	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/problem	npm	1.0.1,1.0.2	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/protobuf-schema-parser	npm	3.5.2,3.5.3,3.6.1	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/python-paho-template	npm	0.2.14,0.2.15	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/react-component	npm	2.6.6,2.6.7	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/server-api	npm	0.16.24,0.16.25	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/specs	npm	6.8.2,6.8.3,6.9.1,6.10.1,6.11.2-alpha.1,6.11.2	Miasma (miasma-train-p1) - AsyncAPI compromise	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/studio	npm	1.0.2,1.0.3	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@asyncapi/web-component	npm	2.6.6,2.6.7	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@cacheable/memory	npm	2.2.1	Shai-Hulud: Here We Go Again (wave 3, Aug 4 20	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@cacheable/net	npm	2.1.1	Shai-Hulud: Here We Go Again (wave 3, Aug 4 20	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@cacheable/node-cache	npm	3.1.2	Shai-Hulud: Here We Go Again (wave 3, Aug 4 20	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@cacheable/utils	npm	2.5.1	Shai-Hulud: Here We Go Again (wave 3, Aug 4 20	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@cap-js/db-service	npm	2.10.1	Mini Shai-Hulud - SAP CAP wave (April 29 2026)	https://unit42.paloaltonetworks.com/monitoring-npm-supply-chain-attack
@cap-js/postgres	npm	2.2.2	Mini Shai-Hulud - SAP CAP wave (April 29 2026)	https://unit42.paloaltonetworks.com/monitoring-npm-supply-chain-attack
@cap-js/sqlite	npm	2.2.2	Mini Shai-Hulud - SAP CAP wave (April 29 2026)	https://unit42.paloaltonetworks.com/monitoring-npm-supply-chain-attack
@capibar.chat/ui-kit	npm	99.5.7	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@ce-rwb/ce-tools-editor-admin	npm	3.5.22	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@ce-rwb/ce-tools-editor-core	npm	3.5.22	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@ce-rwb/ce-tools-editor-render	npm	3.5.22	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/administration	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/arenadata-db	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/base-static-page	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/business-solutions	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/cloud-dns	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/cnapp-ui	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/cp-api-gw	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/datagrid	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/dataplatform	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/dataplatform-metastore	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/dataplatform-trino	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/employees	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/enterprise	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/floating-ips	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/logaas	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/marketplace-gigachat	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/ml-ai-agents-agent	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/ml-ai-agents-agent-system	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/monitoring	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/security-groups	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/ssh-keys	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/support	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/svp-baas	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/svp-interfaces	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/svp-s3-storage	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@cloudplatform-single-spa/vpn	npm	100.100.100	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@coveops/abi	npm	2.0.1	Qix maintainer phish (Sept 8-9 2025 crypto-cli	https://jfrog.com/blog/new-compromised-packages-in-largest-npm-attack-
@crowdstrike/commitlint	npm	8.1.1,8.1.2	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@crowdstrike/falcon-shoelace	npm	0.4.1,0.4.2	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@crowdstrike/foundry-js	npm	0.19.1,0.19.2	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@crowdstrike/glide-core	npm	0.34.2,0.34.3	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@crowdstrike/logscale-dashboard	npm	1.205.1,1.205.2	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@crowdstrike/logscale-file-editor	npm	1.205.1,1.205.2	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@crowdstrike/logscale-parser-edit	npm	1.205.1,1.205.2	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@crowdstrike/logscale-search	npm	1.205.1,1.205.2	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@crowdstrike/tailwind-toucan-base	npm	5.0.1,5.0.2	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@ctrl/deluge	npm	7.2.1,7.2.2	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@ctrl/golang-template	npm	1.4.2,1.4.3	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@ctrl/magnet-link	npm	4.0.3,4.0.4	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@ctrl/ngx-codemirror	npm	7.0.1,7.0.2	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@ctrl/ngx-csv	npm	6.0.1,6.0.2	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@ctrl/ngx-emoji-mart	npm	9.2.1,9.2.2	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@ctrl/ngx-rightclick	npm	4.0.1,4.0.2	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@ctrl/qbittorrent	npm	9.7.1,9.7.2	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@ctrl/react-adsense	npm	2.0.1,2.0.2	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@ctrl/shared-torrent	npm	6.3.1,6.3.2	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@ctrl/tinycolor	npm	4.1.1,4.1.2	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@ctrl/torrent-file	npm	4.1.1,4.1.2	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@ctrl/transmission	npm	7.3.1	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@ctrl/ts-base32	npm	4.0.1,4.0.2	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@data-science/llm	npm	3.5.22	Dependency-confusion profiling campaign, actor	https://www.microsoft.com/en-us/security/blog/2026/05/29/33-malicious-
@deliveroo/determinator	npm	0.2.1	Shai-Hulud: Here We Go Again (wave 3, Aug 4 20	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@deliveroo/reevent	npm	1.0.1	Shai-Hulud: Here We Go Again (wave 3, Aug 4 20	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@duckdb/duckdb-wasm	npm	1.29.2	Qix-wave crypto-clipper - duckdb_admin account	https://github.com/duckdb/duckdb-node/security/advisories/GHSA-w62p-hx
@duckdb/node-api	npm	1.3.3	Qix-wave crypto-clipper - duckdb_admin account	https://github.com/duckdb/duckdb-node/security/advisories/GHSA-w62p-hx
@duckdb/node-bindings	npm	1.3.3	Qix-wave crypto-clipper - duckdb_admin account	https://github.com/duckdb/duckdb-node/security/advisories/GHSA-w62p-hx
@ensdomains/address-encoder	npm	1.1.5	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@ensdomains/buffer	npm	0.1.2	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@ensdomains/content-hash	npm	3.0.1	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@ensdomains/dnsprovejs	npm	0.5.3	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@ensdomains/ens-avatar	npm	1.0.4	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@ensdomains/ens-contracts	npm	1.6.1	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@ensdomains/ens-validation	npm	0.1.1	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@ensdomains/ensjs	npm	4.0.3	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@ensdomains/eth-ens-namehash	npm	2.0.16	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@ensdomains/mock	npm	2.1.52	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@ensdomains/name-wrapper	npm	1.0.1	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@ensdomains/react-ens-address	npm	0.0.32	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@ensdomains/reverse-records	npm	1.0.1	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@ensdomains/thorin	npm	0.6.51	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@ensdomains/ui	npm	3.4.6	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@ensdomains/web3modal	npm	1.10.2	Shai-Hulud 2.0 / The Second Coming (wave 2, No	https://github.com/wiz-sec-public/wiz-research-iocs/blob/main/reports/
@iflow-mcp/watercrawl-watercrawl-mcp	npm	1.3.0-1.3.4,1.3.0,1.3.1,1.3.2,1.3.3,1.3.4	GlassWorm (PolinRider / March 2026 npm wave)	https://www.aikido.dev/blog/glassworm-returns-unicode-attack-github-np
@mastra/core	npm	1.42.1	Mastra scope takeover / easy-day-js (June 17 2	https://www.stepsecurity.io/blog/mastra-npm-packages-compromised-using
@mastra/memory	npm	1.20.4	Mastra scope takeover / easy-day-js (June 17 2	https://www.stepsecurity.io/blog/mastra-npm-packages-compromised-using
@mastra/schema-compat	npm	1.2.12	Mastra scope takeover / easy-day-js (June 17 2	https://www.stepsecurity.io/blog/mastra-npm-packages-compromised-using
@mastra/server	npm	2.1.1	Mastra scope takeover / easy-day-js (June 17 2	https://www.stepsecurity.io/blog/mastra-npm-packages-compromised-using
@mistralai/mistralai	npm	2.2.2,2.2.3,2.2.4	Mini Shai-Hulud / TeamPCP - May 11 2026 same-d	https://www.wiz.io/blog/mini-shai-hulud-strikes-again-tanstack-more-np
@nativescript-community/text	npm	1.6.9,1.6.10,1.6.11,1.6.12,1.6.13	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@nativescript-community/ui-material-core	npm	7.2.72,7.2.73,7.2.74,7.2.75,7.2.76	Shai-Hulud (wave 1, Sept 2025)	https://www.stepsecurity.io/blog/ctrl-tinycolor-and-40-npm-packages-co
@nx/devkit	npm	20.9.0,21.5.0	s1ngularity (Nx, Aug 26 2025)	https://github.com/nrwl/nx/security/advisories/GHSA-cxm3-wv7p-598c
@nx/enterprise-cloud	npm	3.2.0	s1ngularity (Nx, Aug 26 2025)	https://github.com/nrwl/nx/security/advisories/GHSA-cxm3-wv7p-598c
@nx/eslint	npm	21.5.0	s1ngularity (Nx, Aug 26 2025)	https://github.com/nrwl/nx/security/advisories/GHSA-cxm3-wv7p-598c
@nx/js	npm	20.9.0,21.5.0	s1ngularity (Nx, Aug 26 2025)	https://github.com/nrwl/nx/security/advisories/GHSA-cxm3-wv7p-598c
@nx/key	npm	3.2.0	s1ngularity (Nx, Aug 26 2025)	https://github.com/nrwl/nx/security/advisories/GHSA-cxm3-wv7p-598c
@nx/node	npm	20.9.0,21.5.0	s1ngularity (Nx, Aug 26 2025)	https://github.com/nrwl/nx/security/advisories/GHSA-cxm3-wv7p-598c
@nx/workspace	npm	20.9.0,21.5.0	s1ngularity (Nx, Aug 26 2025)	https://github.com/nrwl/nx/security/advisories/GHSA-cxm3-wv7p-598c
@opensearch-project/opensearch	npm	3.5.3,3.6.2,3.7.0,3.8.0	Mini Shai-Hulud / TeamPCP - May 11 2026 same-d	https://socket.dev/blog/tanstack-npm-packages-compromised-mini-shai-hu
